"","scenario","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"1044",1044,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1045",1045,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1046",1046,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1047",1047,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1048",1048,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.8,NA,NA,1,NA,NA
"1049",1049,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.8,NA,NA,2,NA,NA
"1050",1050,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.8,NA,NA,3,NA,NA
"1051",1051,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.85,NA,NA,1,NA,NA
"1052",1052,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.85,NA,NA,2,NA,NA
"1053",1053,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.85,NA,NA,3,NA,NA
"1054",1054,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.9,NA,NA,1,NA,NA
"1055",1055,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"1056",1056,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"1057",1057,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.95,NA,NA,1,NA,NA
"1058",1058,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.95,NA,NA,2,NA,NA
"1059",1059,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1060",1060,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1061",1061,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1062",1062,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1063",1063,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.8,NA,NA,1,NA,NA
"1064",1064,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.8,NA,NA,2,NA,NA
"1065",1065,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.8,NA,NA,3,NA,NA
"1066",1066,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.85,NA,NA,1,NA,NA
"1067",1067,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.85,NA,NA,2,NA,NA
"1068",1068,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.85,NA,NA,3,NA,NA
"1069",1069,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.9,NA,NA,1,NA,NA
"1070",1070,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"1071",1071,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"1072",1072,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.95,NA,NA,1,NA,NA
"1073",1073,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.95,NA,NA,2,NA,NA
"1074",1074,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1075",1075,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1076",1076,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1077",1077,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1078",1078,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.8,NA,NA,1,NA,NA
"1079",1079,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.8,NA,NA,2,NA,NA
"1080",1080,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.8,NA,NA,3,NA,NA
"1081",1081,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.85,NA,NA,1,NA,NA
"1082",1082,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.85,NA,NA,2,NA,NA
"1083",1083,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.85,NA,NA,3,NA,NA
"1084",1084,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.9,NA,NA,1,NA,NA
"1085",1085,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"1086",1086,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"1087",1087,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.95,NA,NA,1,NA,NA
"1088",1088,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.95,NA,NA,2,NA,NA
"1089",1089,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1090",1090,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1091",1091,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1092",1092,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1093",1093,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.8,NA,NA,1,NA,NA
"1094",1094,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.8,NA,NA,2,NA,NA
"1095",1095,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.8,NA,NA,3,NA,NA
"1096",1096,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.85,NA,NA,1,NA,NA
"1097",1097,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.85,NA,NA,2,NA,NA
"1098",1098,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.85,NA,NA,3,NA,NA
"1099",1099,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.9,NA,NA,1,NA,NA
"1100",1100,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"1101",1101,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"1102",1102,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.95,NA,NA,1,NA,NA
"1103",1103,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.95,NA,NA,2,NA,NA
"1104",1104,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1105",1105,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1106",1106,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1107",1107,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1108",1108,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.8,NA,NA,1,NA,NA
"1109",1109,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.8,NA,NA,2,NA,NA
"1110",1110,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.8,NA,NA,3,NA,NA
"1111",1111,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.85,NA,NA,1,NA,NA
"1112",1112,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.85,NA,NA,2,NA,NA
"1113",1113,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.85,NA,NA,3,NA,NA
"1114",1114,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.9,NA,NA,1,NA,NA
"1115",1115,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"1116",1116,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"1117",1117,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.95,NA,NA,1,NA,NA
"1118",1118,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.95,NA,NA,2,NA,NA
"1119",1119,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1120",1120,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1121",1121,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1122",1122,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1123",1123,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.8,NA,NA,1,NA,NA
"1124",1124,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.8,NA,NA,2,NA,NA
"1125",1125,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.8,NA,NA,3,NA,NA
"1126",1126,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.85,NA,NA,1,NA,NA
"1127",1127,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.85,NA,NA,2,NA,NA
"1128",1128,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.85,NA,NA,3,NA,NA
"1129",1129,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.9,NA,NA,1,NA,NA
"1130",1130,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"1131",1131,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"1132",1132,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.95,NA,NA,1,NA,NA
"1133",1133,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.95,NA,NA,2,NA,NA
"1134",1134,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1135",1135,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1136",1136,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1137",1137,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1138",1138,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.8,NA,NA,1,NA,NA
"1139",1139,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.8,NA,NA,2,NA,NA
"1140",1140,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.8,NA,NA,3,NA,NA
"1141",1141,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.85,NA,NA,1,NA,NA
"1142",1142,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.85,NA,NA,2,NA,NA
"1143",1143,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.85,NA,NA,3,NA,NA
"1144",1144,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.9,NA,NA,1,NA,NA
"1145",1145,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"1146",1146,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"1147",1147,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.95,NA,NA,1,NA,NA
"1148",1148,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.95,NA,NA,2,NA,NA
"1149",1149,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.95,NA,NA,3,NA,NA
"1150",1150,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,1,NA,NA,1,NA,NA
"1151",1151,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,1,NA,NA,2,NA,NA
"1152",1152,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,1,NA,NA,3,NA,NA
"1153",1153,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1154",1154,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1155",1155,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1156",1156,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1157",1157,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1158",1158,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1159",1159,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1160",1160,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1161",1161,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1162",1162,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1163",1163,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1164",1164,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1165",1165,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1166",1166,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1167",1167,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1168",1168,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1169",1169,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1170",1170,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1171",1171,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1172",1172,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1173",1173,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1174",1174,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1175",1175,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1176",1176,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1177",1177,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1178",1178,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1179",1179,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1180",1180,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a perfect_knowledge:TRUE option_r:a option_b:a","perfect_knowledge",TRUE,NA,NA,NA,NA,NA,NA
"1181",1181,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1182",1182,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1183",1183,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1184",1184,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1185",1185,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1186",1186,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1187",1187,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1188",1188,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1189",1189,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1190",1190,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1191",1191,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1192",1192,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1193",1193,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
"1194",1194,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,NA,NA
