"","scenario","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"3497",3497,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0.8
"3498",3498,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0.8
"3499",3499,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3500",3500,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3501",3501,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3502",3502,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3503",3503,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3504",3504,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3505",3505,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3506",3506,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3507",3507,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3508",3508,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3509",3509,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3510",3510,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3511",3511,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3512",3512,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3513",3513,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3514",3514,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3515",3515,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3516",3516,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3517",3517,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3518",3518,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3519",3519,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3520",3520,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3521",3521,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3522",3522,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3523",3523,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3524",3524,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3525",3525,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3526",3526,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3527",3527,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3528",3528,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3529",3529,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3530",3530,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3531",3531,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3532",3532,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3533",3533,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3534",3534,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3535",3535,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3536",3536,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3537",3537,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3538",3538,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3539",3539,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3540",3540,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3541",3541,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3542",3542,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3543",3543,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3544",3544,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3545",3545,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3546",3546,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3547",3547,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3548",3548,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3549",3549,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3550",3550,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3551",3551,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3552",3552,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3553",3553,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3554",3554,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3555",3555,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3556",3556,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.8
"3557",3557,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3558",3558,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3559",3559,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3560",3560,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3561",3561,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3562",3562,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3563",3563,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3564",3564,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3565",3565,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3566",3566,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3567",3567,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3568",3568,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3569",3569,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3570",3570,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3571",3571,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3572",3572,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3573",3573,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3574",3574,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3575",3575,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3576",3576,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3577",3577,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3578",3578,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3579",3579,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3580",3580,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3581",3581,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3582",3582,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3583",3583,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3584",3584,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3585",3585,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3586",3586,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3587",3587,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3588",3588,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3589",3589,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3590",3590,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3591",3591,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3592",3592,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3593",3593,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3594",3594,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3595",3595,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3596",3596,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3597",3597,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3598",3598,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3599",3599,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3600",3600,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3601",3601,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3602",3602,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3603",3603,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3604",3604,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3605",3605,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3606",3606,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3607",3607,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3608",3608,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3609",3609,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3610",3610,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3611",3611,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3612",3612,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3613",3613,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3614",3614,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.8
"3615",3615,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3616",3616,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3617",3617,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3618",3618,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3619",3619,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3620",3620,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3621",3621,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3622",3622,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3623",3623,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3624",3624,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3625",3625,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3626",3626,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3627",3627,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3628",3628,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3629",3629,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3630",3630,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3631",3631,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3632",3632,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3633",3633,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3634",3634,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3635",3635,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3636",3636,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3637",3637,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3638",3638,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3639",3639,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3640",3640,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3641",3641,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3642",3642,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3643",3643,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3644",3644,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3645",3645,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3646",3646,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3647",3647,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3648",3648,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3649",3649,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3650",3650,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3651",3651,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3652",3652,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3653",3653,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3654",3654,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3655",3655,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3656",3656,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
"3657",3657,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.8
