"","scenario","ssb_below_blim_total","ssb_below_blim_iter","collapse_total","collapse_iter","fmaxed_total","fmaxed_iter","yield","rel_yield","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"2696",2696,0.1787,1,0.08362,0.172,0.00572,0.17,67.7499718221953,0.638236250824731,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2697",2697,0.47516,1,0.34704,0.73,0.0482,0.73,87.4589064794975,0.388047295944706,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2698",2698,0.15536,1,0.05732,0.138,0.00606,0.134,35.8421760200561,0.647723864896938,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2699",2699,0.43318,1,0.21722,0.426,0.02182,0.42,42.2400271657017,0.570075710834522,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2700",2700,0.57058,1,0.38052,0.668,0.03248,0.656,34.6785839784612,0.470514280770177,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2701",2701,0.10176,1,0.0199,0.052,0.00228,0.05,42.9886403153456,0.64517227721919,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2702",2702,0.39538,0.984,0.32144,0.912,0.03544,0.898,61.3236404444396,0.166128616138876,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2703",2703,0.65902,0.996,0.46374,0.702,0.0315,0.696,23.5909353768264,0.413418228977616,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2704",2704,0.49468,1,0.18272,0.34,0.02494,0.336,29.9785304549888,0.550057620202799,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2705",2705,0.06544,0.532,0.00104,0.012,8e-05,0.004,41.3926736382464,0.569776280686605,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2706",2706,0.11094,0.826,0.05468,0.094,0.0021,0.088,57.4633800979165,0.636971933843106,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2707",2707,0.1066,0.638,0.07118,0.122,0.00816,0.122,51.6272762207249,0.691742327253107,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2708",2708,0.68256,0.994,0.52662,0.81,0.06248,0.81,48.0364341627881,0.342920002373496,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2709",2709,0.02052,0.94,0,0,0,0,5.83063299002936,0.165352500609109,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2710",2710,0.49232,0.966,0.42872,0.93,0.19862,0.932,56.2381425410262,0.109044519161109,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2711",2711,0.2634,0.956,0.15202,0.26,0.00846,0.254,64.6436565583082,0.671954915201949,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2712",2712,0.61932,0.998,0.47644,0.906,0.05986,0.906,44.990530297757,0.235899911486016,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2713",2713,0.17254,0.952,0.10502,0.196,0.00778,0.194,35.5414731194958,0.729553444596337,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2714",2714,0.61122,1,0.3754,0.63,0.03254,0.624,33.106640031197,0.463769157425719,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2715",2715,0.7294,1,0.52734,0.782,0.03656,0.776,25.9498855063365,0.370576575858475,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2716",2716,0.12368,0.922,0.0578,0.104,0.00436,0.102,43.0340098241181,0.714674348671636,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2717",2717,0.14124,0.998,0.01028,0.026,0.00086,0.026,53.0988834512025,0.680562635879593,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2718",2718,0.07806,0.994,0.00312,0.01,0.001,0.01,86.6423602842558,0.581636677904158,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2719",2719,0.27088,0.996,0.08078,0.192,0.01296,0.19,36.5770912648674,0.634269255030574,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2720",2720,0.1513,0.91,0.02864,0.07,0.00298,0.068,19.5024394976349,0.574988463485331,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2721",2721,0.22986,1,0.04706,0.114,0.0041,0.108,40.8687554705625,0.668880494513794,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2722",2722,0.35944,1,0.29004,0.772,0.04576,0.77,94.7694267982263,0.250212815054284,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2723",2723,0.28094,0.994,0.22176,0.714,0.0379,0.71,70.645102612199,0.283217923449081,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2724",2724,0.43766,1,0.30468,0.604,0.02032,0.586,58.3807433284125,0.511879518225579,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2725",2725,0.37586,1,0.2392,0.472,0.02082,0.464,51.3034283237608,0.581792535854204,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2726",2726,0.10114,0.96,0.01484,0.038,0.001,0.036,24.1987087167646,0.599011636076784,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2727",2727,0.33206,1,0.241,0.6,0.03022,0.596,69.2041570586518,0.447061076645711,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2728",2728,0.13524,1,0.02408,0.07,0.00274,0.064,93.9062598322977,0.661988321927128,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2729",2729,0.45718,1,0.3358,0.724,0.03254,0.722,130.401920027868,0.371251812999278,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2730",2730,0.09938,0.884,0.00502,0.014,0.00092,0.012,20.42872083686,0.594021974643783,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2731",2731,0.28986,0.962,0.05296,0.108,0.00496,0.106,52.3156659691717,0.6805261763941,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2732",2732,0.15476,0.84,0.02068,0.058,0.00388,0.054,101.946183557429,0.686648306240123,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2733",2733,0.51606,0.994,0.21086,0.384,0.02498,0.384,30.1222087281004,0.533738822909607,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2734",2734,0.35446,1,0.04846,0.122,0.00418,0.116,18.7109419800331,0.539106616425108,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2735",2735,0.534,1,0.18164,0.34,0.01254,0.322,34.1898568985518,0.570307353706793,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2736",2736,0.43956,0.988,0.36478,0.938,0.06318,0.938,48.7150263131101,0.156598009673683,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2737",2737,0.37032,0.986,0.30328,0.946,0.0523,0.946,28.5560271128265,0.137722132787804,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2738",2738,0.57938,0.982,0.43782,0.75,0.02674,0.74,40.3154964963135,0.395505498499553,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2739",2739,0.588,0.998,0.41532,0.668,0.03136,0.668,37.2080858474721,0.483825868084907,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2740",2740,0.09524,0.83,0.01768,0.038,0.00078,0.034,24.9395143976937,0.62712994555988,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2741",2741,0.46668,0.964,0.3604,0.808,0.04146,0.806,41.3967971695472,0.327006277214569,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2742",2742,0.40906,0.998,0.12912,0.288,0.01188,0.254,89.7186205268378,0.636848759093204,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2743",2743,0.58326,1,0.45704,0.908,0.04178,0.908,67.7798715593681,0.214874326126193,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2744",2744,0.1296,0.764,0.00854,0.026,0.00158,0.024,20.9676188015919,0.602657415049767,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0.7
"2745",2745,0.38332,1,0.30362,0.876,0.03366,0.868,85.6535828673347,0.20819226519193,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2746",2746,0.55336,1,0.3859,0.658,0.02792,0.656,28.015249920532,0.455096539697407,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2747",2747,0.2611,0.998,0.06188,0.138,0.01066,0.136,35.4507154756889,0.639553938756859,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2748",2748,0.05204,0.994,0,0,0,0,33.19141050358,0.473362322064962,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2749",2749,0.10508,1,0.0334,0.064,0.0016,0.062,56.547582066973,0.570136244598552,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2750",2750,0.14438,1,0.07096,0.136,0.0084,0.136,49.9147617799181,0.578548891630228,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2751",2751,0.61922,1,0.47222,0.776,0.06006,0.78,60.8842966126498,0.381926297406269,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2752",2752,0.0665,0.986,0,0,0,0,6.16522277693594,0.167420658776173,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2753",2753,0.49406,0.994,0.42972,0.948,0.19954,0.948,65.546135290574,0.113677819041958,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2754",2754,0.2152,1,0.1118,0.222,0.00722,0.216,67.0034735805667,0.631203890128926,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2755",2755,0.5777,1,0.43756,0.87,0.05946,0.868,64.3013651626535,0.285299369513272,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2756",2756,0.17894,1,0.0749,0.172,0.00746,0.17,35.6056101994244,0.643448752594706,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2757",2757,0.45554,1,0.23558,0.474,0.0233,0.462,41.9021778278881,0.565516061744963,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2758",2758,0.62234,1,0.43622,0.692,0.0347,0.69,32.0109466955561,0.434320143249991,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2759",2759,0.11598,1,0.03034,0.062,0.0026,0.062,43.056039578298,0.646183803418738,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2760",2760,0.41848,0.994,0.34472,0.97,0.04048,0.966,41.2721665776326,0.111808233642087,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2761",2761,0.70912,0.998,0.5208,0.74,0.03212,0.738,21.3830928803717,0.374726997783689,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2762",2762,0.5061,1,0.17592,0.34,0.02364,0.338,30.4946564893536,0.559527699418779,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2763",2763,0.06548,0.534,0.00104,0.012,4e-05,0.002,41.4731471483742,0.570884010467366,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2764",2764,0.13846,0.838,0.07516,0.13,0.003,0.124,55.9151824398487,0.619810422380494,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2765",2765,0.16648,0.686,0.12162,0.202,0.01296,0.202,48.6743988375812,0.652177383629586,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2766",2766,0.76014,0.998,0.59994,0.888,0.0708,0.888,35.2113992020617,0.251365308611914,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2767",2767,0.02058,0.94,0,0,0,0,5.84714707107539,0.165820827907516,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2768",2768,0.52118,0.996,0.45458,0.986,0.2107,0.986,40.0701415987447,0.0776951216012358,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2769",2769,0.31336,0.962,0.19522,0.326,0.01006,0.32,60.6298434228573,0.630232314583965,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2770",2770,0.65312,1,0.51994,0.974,0.06568,0.974,25.8264709973385,0.135416546147535,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2771",2771,0.22976,0.956,0.15436,0.254,0.01086,0.25,33.3581947172628,0.684737680390205,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2772",2772,0.64344,1,0.40768,0.642,0.03422,0.64,31.3680920292094,0.439414981306784,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2773",2773,0.75826,0.998,0.56696,0.794,0.03708,0.792,23.5915488357045,0.336898418476592,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2774",2774,0.15144,0.92,0.08086,0.132,0.00552,0.132,41.7782361253837,0.693819465431845,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2775",2775,0.14162,0.998,0.01062,0.028,0.0012,0.028,53.3930428343925,0.68433284482149,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2776",2776,0.07936,0.994,0.00474,0.016,0.00128,0.016,87.3172229634212,0.586167081802014,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2777",2777,0.2813,0.996,0.08724,0.202,0.01332,0.196,36.7782658642726,0.637757746293365,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2778",2778,0.14042,0.91,0.0181,0.052,0.00136,0.048,19.9528870997164,0.588268964862244,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2779",2779,0.23,1,0.04718,0.108,0.00388,0.098,41.1602272361944,0.673650881487605,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2780",2780,0.43364,1,0.35546,0.934,0.05584,0.932,64.1287948249774,0.16931458616247,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2781",2781,0.35272,0.998,0.28316,0.888,0.04834,0.888,49.5312897880426,0.19857213764032,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2782",2782,0.55256,1,0.40238,0.722,0.02528,0.71,47.708616657035,0.418306830597115,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2783",2783,0.48414,1,0.3343,0.59,0.02612,0.59,44.8375722487145,0.508468258602595,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2784",2784,0.09612,0.958,0.01188,0.03,0.00064,0.028,24.2992822086454,0.601501218997205,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2785",2785,0.44156,1,0.32868,0.768,0.03768,0.768,52.6351759874682,0.340024926919505,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2786",2786,0.13786,1,0.02366,0.07,0.0027,0.056,94.9493027602353,0.669341210209511,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2787",2787,0.54654,1,0.4117,0.856,0.0388,0.856,102.487787002555,0.291780801439511,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2788",2788,0.09442,0.884,0.00308,0.01,6e-04,0.01,20.575020338326,0.598276040252893,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2789",2789,0.29972,0.96,0.05338,0.098,0.0049,0.096,53.1671319436649,0.69160211078616,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2790",2790,0.16132,0.84,0.02326,0.064,0.00496,0.056,102.710073531,0.691793410629552,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2791",2791,0.52664,0.994,0.2139,0.394,0.02708,0.388,29.4510509823576,0.521846502912992,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2792",2792,0.35616,1,0.0411,0.1,0.00346,0.094,19.0079329142579,0.547663629633194,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2793",2793,0.54856,1,0.18328,0.338,0.01266,0.334,33.6961885814007,0.562072669589842,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2794",2794,0.45342,0.996,0.3816,0.972,0.06654,0.972,29.8896601933663,0.0960824954916268,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2795",2795,0.38122,0.994,0.31718,0.982,0.0557,0.98,17.3051839630076,0.083460729122231,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2796",2796,0.65384,0.988,0.50624,0.86,0.0293,0.844,31.1776659861625,0.305861006301566,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2797",2797,0.6924,0.998,0.5122,0.786,0.03646,0.786,27.3728433462186,0.355935797079875,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2798",2798,0.09994,0.832,0.02216,0.044,0.001,0.042,24.9310379841956,0.626916797354555,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2799",2799,0.54114,0.994,0.43304,0.952,0.04922,0.952,20.083839389188,0.158648542879665,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2800",2800,0.4276,0.996,0.14042,0.302,0.01226,0.266,88.7583771208833,0.630032673224757,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2801",2801,0.6059,0.996,0.48188,0.948,0.0409,0.942,51.900463399783,0.164533759685535,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2802",2802,0.12572,0.766,0.00388,0.01,0.00054,0.01,21.0926365525658,0.606250711711168,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.5,0.7
"2803",2803,0.42596,1,0.3466,0.976,0.03722,0.964,41.8049435425653,0.101612397298404,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
